tabela,coluna,antes,depois,ocorrencias,motivo
endereco,logradouro,"R. Brasil, 109","Rua Brasil, 109",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1088","Rua Brasil, 1088",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1085","Rua Brasil, 1085",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1081","Rua Brasil, 1081",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1065","Rua Brasil, 1065",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1064","Rua Brasil, 1064",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3526","Rua das Flores, 3526",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3521","Rua das Flores, 3521",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3520","Rua das Flores, 3520",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3515","Rua das Flores, 3515",1,abreviação expandida
endereco,logradouro,"R. das Flores, 351","Rua das Flores, 351",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3568","Rua das Flores, 3568",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3558","Rua das Flores, 3558",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3550","Rua das Flores, 3550",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3548","Rua das Flores, 3548",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3547","Rua das Flores, 3547",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3542","Rua das Flores, 3542",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3541","Rua das Flores, 3541",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3538","Rua das Flores, 3538",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3537","Rua das Flores, 3537",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3536","Rua das Flores, 3536",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3534","Rua das Flores, 3534",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3533","Rua das Flores, 3533",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3531","Rua das Flores, 3531",1,abreviação expandida
endereco,logradouro,"R. Brasil, 111","Rua Brasil, 111",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1108","Rua Brasil, 1108",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1106","Rua Brasil, 1106",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3621","Rua das Flores, 3621",1,abreviação expandida
endereco,logradouro,"R. das Flores, 362","Rua das Flores, 362",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3618","Rua das Flores, 3618",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3615","Rua das Flores, 3615",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3610","Rua das Flores, 3610",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3608","Rua das Flores, 3608",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3604","Rua das Flores, 3604",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3595","Rua das Flores, 3595",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3587","Rua das Flores, 3587",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3585","Rua das Flores, 3585",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3582","Rua das Flores, 3582",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3581","Rua das Flores, 3581",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3575","Rua das Flores, 3575",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3574","Rua das Flores, 3574",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3570","Rua das Flores, 3570",1,abreviação expandida
endereco,logradouro,"R. das Flores, 357","Rua das Flores, 357",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1048","Rua Brasil, 1048",1,abreviação expandida
endereco,logradouro,"R. Brasil, 104","Rua Brasil, 104",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1035","Rua Brasil, 1035",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1031","Rua Brasil, 1031",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1025","Rua Brasil, 1025",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1022","Rua Brasil, 1022",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1016","Rua Brasil, 1016",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1015","Rua Brasil, 1015",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3645","Rua das Flores, 3645",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3643","Rua das Flores, 3643",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3641","Rua das Flores, 3641",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3632","Rua das Flores, 3632",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3631","Rua das Flores, 3631",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3630","Rua das Flores, 3630",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3627","Rua das Flores, 3627",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3622","Rua das Flores, 3622",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3706","Rua das Flores, 3706",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3701","Rua das Flores, 3701",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3700","Rua das Flores, 3700",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3696","Rua das Flores, 3696",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3693","Rua das Flores, 3693",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3690","Rua das Flores, 3690",1,abreviação expandida
endereco,logradouro,"R. das Flores, 369","Rua das Flores, 369",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3681","Rua das Flores, 3681",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3677","Rua das Flores, 3677",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3664","Rua das Flores, 3664",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3659","Rua das Flores, 3659",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3656","Rua das Flores, 3656",1,abreviação expandida
endereco,logradouro,"R. das Flores, 365","Rua das Flores, 365",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3648","Rua das Flores, 3648",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1062","Rua Brasil, 1062",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1061","Rua Brasil, 1061",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3772","Rua das Flores, 3772",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3770","Rua das Flores, 3770",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3764","Rua das Flores, 3764",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3762","Rua das Flores, 3762",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3761","Rua das Flores, 3761",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3751","Rua das Flores, 3751",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3750","Rua das Flores, 3750",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3735","Rua das Flores, 3735",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3732","Rua das Flores, 3732",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3731","Rua das Flores, 3731",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3728","Rua das Flores, 3728",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3726","Rua das Flores, 3726",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3720","Rua das Flores, 3720",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3717","Rua das Flores, 3717",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3716","Rua das Flores, 3716",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3709","Rua das Flores, 3709",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3821","Rua das Flores, 3821",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3819","Rua das Flores, 3819",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3816","Rua das Flores, 3816",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3810","Rua das Flores, 3810",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3805","Rua das Flores, 3805",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3803","Rua das Flores, 3803",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3801","Rua das Flores, 3801",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3795","Rua das Flores, 3795",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3791","Rua das Flores, 3791",1,abreviação expandida
endereco,logradouro,"R. das Flores, 379","Rua das Flores, 379",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3789","Rua das Flores, 3789",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3787","Rua das Flores, 3787",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3780","Rua das Flores, 3780",1,abreviação expandida
endereco,logradouro,"R. das Flores, 378","Rua das Flores, 378",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3777","Rua das Flores, 3777",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3774","Rua das Flores, 3774",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1003","Rua Brasil, 1003",1,abreviação expandida
endereco,logradouro,"R. Brasil, 100","Rua Brasil, 100",1,abreviação expandida
endereco,logradouro,"R. BRASIL, 989","Rua Brasil, 989",1,caixa alta corrigida
endereco,logradouro,"R. BRASIL, 969","Rua Brasil, 969",1,caixa alta corrigida
endereco,logradouro,"R. BRASIL, 961","Rua Brasil, 961",1,caixa alta corrigida
endereco,logradouro,"R. BRASIL, 957","Rua Brasil, 957",1,caixa alta corrigida
endereco,logradouro,"R. BRASIL, 951","Rua Brasil, 951",1,caixa alta corrigida
endereco,logradouro,"R. BRASIL, 933","Rua Brasil, 933",1,caixa alta corrigida
endereco,logradouro,"R. BRASIL, 925","Rua Brasil, 925",1,caixa alta corrigida
endereco,logradouro,"R. BRASIL, 917","Rua Brasil, 917",1,caixa alta corrigida
endereco,logradouro,"R. BRASIL, 915","Rua Brasil, 915",1,caixa alta corrigida
endereco,logradouro,"R. BRASIL, 877","Rua Brasil, 877",1,caixa alta corrigida
endereco,logradouro,"R. BRASIL, 875","Rua Brasil, 875",1,caixa alta corrigida
endereco,logradouro,"R. BRASIL, 870","Rua Brasil, 870",1,caixa alta corrigida
endereco,logradouro,"R. das Flores, 3829","Rua das Flores, 3829",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3827","Rua das Flores, 3827",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3860","Rua das Flores, 3860",1,abreviação expandida
endereco,logradouro,"R. das Flores, 386","Rua das Flores, 386",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3857","Rua das Flores, 3857",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3855","Rua das Flores, 3855",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3854","Rua das Flores, 3854",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3849","Rua das Flores, 3849",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3848","Rua das Flores, 3848",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3847","Rua das Flores, 3847",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3845","Rua das Flores, 3845",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3842","Rua das Flores, 3842",1,abreviação expandida
endereco,logradouro,"R. das Flores, 384","Rua das Flores, 384",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3838","Rua das Flores, 3838",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3837","Rua das Flores, 3837",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3833","Rua das Flores, 3833",1,abreviação expandida
endereco,logradouro,"R. das Flores, 383","Rua das Flores, 383",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1005","Rua Brasil, 1005",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3905","Rua das Flores, 3905",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3900","Rua das Flores, 3900",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3898","Rua das Flores, 3898",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3896","Rua das Flores, 3896",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3893","Rua das Flores, 3893",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3892","Rua das Flores, 3892",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3888","Rua das Flores, 3888",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3882","Rua das Flores, 3882",1,abreviação expandida
endereco,logradouro,"R. das Flores, 388","Rua das Flores, 388",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3879","Rua das Flores, 3879",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3876","Rua das Flores, 3876",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3871","Rua das Flores, 3871",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3870","Rua das Flores, 3870",1,abreviação expandida
endereco,logradouro,"R. das Flores, 387","Rua das Flores, 387",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3869","Rua das Flores, 3869",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3866","Rua das Flores, 3866",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3950","Rua das Flores, 3950",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3946","Rua das Flores, 3946",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3944","Rua das Flores, 3944",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3940","Rua das Flores, 3940",1,abreviação expandida
endereco,logradouro,"R. das Flores, 394","Rua das Flores, 394",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3938","Rua das Flores, 3938",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3935","Rua das Flores, 3935",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3934","Rua das Flores, 3934",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3933","Rua das Flores, 3933",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3927","Rua das Flores, 3927",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3925","Rua das Flores, 3925",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3922","Rua das Flores, 3922",1,abreviação expandida
endereco,logradouro,"R. das Flores, 392","Rua das Flores, 392",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3915","Rua das Flores, 3915",1,abreviação expandida
endereco,logradouro,"R. das Flores, 391","Rua das Flores, 391",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3908","Rua das Flores, 3908",1,abreviação expandida
endereco,logradouro,"R. das Flores, 4000","Rua das Flores, 4000",1,abreviação expandida
endereco,logradouro,"R. das Flores, 400","Rua das Flores, 400",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3998","Rua das Flores, 3998",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3997","Rua das Flores, 3997",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3993","Rua das Flores, 3993",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3990","Rua das Flores, 3990",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3980","Rua das Flores, 3980",1,abreviação expandida
endereco,logradouro,"R. das Flores, 398","Rua das Flores, 398",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3979","Rua das Flores, 3979",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3977","Rua das Flores, 3977",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3975","Rua das Flores, 3975",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3972","Rua das Flores, 3972",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3969","Rua das Flores, 3969",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3968","Rua das Flores, 3968",1,abreviação expandida
